"county","class","practice","cps","implementation","total_ghg_co2"
"Asotin","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.259100855
"Asotin","Cropland to Herbaceous Cover","Herbaceous Wind Barriers (CPS 603)","603","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.946875426
"Asotin","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.164669002
"Asotin","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.500930847
"Asotin","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats",0.259100855
"Asotin","Cropland to Herbaceous Cover","Riparian Herbaceous Cover (CPS 390)","390","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats",0.946875426
"Asotin","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.164669002
"Asotin","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.500930847
"Asotin","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.259100855
"Asotin","Cropland to Herbaceous Cover","Vegetative Barriers (CPS 601)","601","Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.946875426
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Irrigated Pasture",0.072697853
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Managed Non-Irrigated Pasture",0.157521627
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Irrigated Pasture",0.016086318
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Managed Non-Irrigated Pasture",0.153436036
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Irrigated Pasture",0.016086318
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Managed Non-Irrigated Pasture",0.153436036
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Irrigated Pasture",0.045080428
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Managed Non-Irrigated Pasture",0.157135303
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Irrigated Pasture",0.104191845
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Managed Non-Irrigated Pasture",0.161307969
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Irrigated Pasture",0.158872797
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Managed Non-Irrigated Pasture",0.1632582
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Irrigated Pasture",0.21081951
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Managed Non-Irrigated Pasture",0.165252308
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Irrigated Pasture",0.072697857
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Managed Non-Irrigated Pasture",0.157521627
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Irrigated Pasture",0.072697857
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Managed Non-Irrigated Pasture",0.157521627
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Irrigated Pasture",0.104191848
"Asotin","Grazing Lands","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Managed Non-Irrigated Pasture",0.161307969
"Asotin","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Irrigated Pasture Condition",0.033792868
"Asotin","Grazing Lands","Prescribed Grazing (CPS 528)","528","Grazing Management to Improve Rangeland or Non-Irrigated Pasture Condition",0.007257713
"Asotin","Grazing Lands","Range Planting (CPS 550)","550","Seeding Forages to Improve Rangeland Condition",0.502429128
"Asotin","Restoration of Disturbed Lands","Critical Area Planting (CPS 342)","342","Restore Highly Disturbed Areas by Planting Permanent Vegetative Cover",1.898785472
"Asotin","Restoration of Disturbed Lands","Riparian Restoration",,"Restore Degraded Riparian Areas by Planting Woody Plants",2.190283298
"Asotin","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",6.444254196
"Asotin","Woody Plantings","Hedgerow Planting (CPS 422)","422","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",6.082658155
"Asotin","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Cropland Near Watercourses or Water Bodies with Woody Plants (Hardwood/Conifer)",3.811538195
"Asotin","Woody Plantings","Riparian Forest Buffer (CPS 391)","391","Replace a Strip of Grassland Near Watercourses or Water Bodies with Woody Plants (Hardwood/Conifer)",3.449942154
"Asotin","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Annual Cropland to a Farm Woodlot (Conifer)",5.575303031
"Asotin","Woody Plantings","Tree/Shrub Establishment (CPS 612)","612","Conversion of Grassland to a Farm Woodlot (Conifer)",5.21370699
"Asotin","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 1 Row of Woody Plants (Conifer)",6.444254196
"Asotin","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 2 Rows of Woody Plants (Mixed Conifers)",11.03234732
"Asotin","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Cropland with 3 Rows of Woody Plants (Hardwood/Conifer)",4.474507474
"Asotin","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 1 Row of Woody Plants (Conifer)",6.082658155
"Asotin","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 2 Rows of Woody Plants (Mixed Conifers)",10.67075128
"Asotin","Woody Plantings","Windbreak/Shelterbelt Establishment (CPS 380)","380","Replace a Strip of Grassland with 3 Rows of Woody Plants (Hardwood/Conifer)",4.112911433
"Benton","Cropland Management","Combustion System Improvement (CPS 372)","372","Improved Farm Equipment Fuel Efficiency",0.012145749
"Benton","Cropland Management","Conservation Crop Rotation (CPS 328)","328","Decrease Fallow Frequency or Add Perennial Crops to Rotations",0.263967603
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Irrigated Cropland",-0.058777449
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to Non-Irrigated Cropland",-0.015354771
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Irrigated Cropland",0.061577531
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Legume Seasonal Cover Crop (with 50% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.233933679
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Irrigated Cropland",-0.116730933
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to Non-Irrigated Cropland",0.004766094
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Irrigated Cropland",-0.029505984
"Benton","Cropland Management","Cover Crop (CPS 340)","340","Add Non-Legume Seasonal Cover Crop (with 25% Fertilizer N Reduction) to No-Till Non-Irrigated Cropland",0.155996157
"Benton","Cropland Management","Mulching (CPS 484)","484","Add Mulch to Croplands",0.205668017
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",-0.099234076
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Improved N Fertilizer Management on Non-Irrigated Croplands - Reduce Fertilizer Application Rate by 15%",0.045884792
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Irrigated Croplands",0.151280506
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Beef Feedlot Manure on Non-Irrigated Croplands",0.119003529
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Irrigated Croplands",0.037868783
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Broiler Manure on Non-Irrigated Croplands",0.042314285
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Irrigated Croplands",0.037868783
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Chicken Layer Manure on Non-Irrigated Croplands",0.042314285
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Irrigated Croplands",0.101021043
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 10) on Non-Irrigated Croplands",0.082678759
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Irrigated Croplands",0.234226771
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 15) on Non-Irrigated Croplands",0.184946819
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Irrigated Croplands",0.362027865
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Non-Irrigated Croplands",0.264550707
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Irrigated Croplands",0.48116962
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Non-Irrigated Croplands",0.342196849
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Irrigated Croplands",0.151280506
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Dairy Manure on Non-Irrigated Croplands",0.119003529
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Irrigated Croplands",0.151280506
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Other Manure on Non-Irrigated Croplands",0.119003529
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Irrigated Croplands",0.151280506
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Sheep Manure on Non-Irrigated Croplands",0.119003529
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Irrigated Croplands",0.335587302
"Benton","Cropland Management","Nutrient Management (CPS 590)","590","Replace Synthetic N Fertilizer with Swine Manure on Non-Irrigated Croplands",0.394554911
"Benton","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Irrigated Cropland",0.116728071
"Benton","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Intensive Till to No Till or Strip Till on Non-Irrigated Cropland",0.198187326
"Benton","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Irrigated Cropland",0.032520968
"Benton","Cropland Management","Residue and Tillage Management - No-Till (CPS 329)","329","Reduced Till to No Till or Strip Till on Non-Irrigated Cropland",0.136302488
"Benton","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Irrigated Cropland",-0.020815545
"Benton","Cropland Management","Residue and Tillage Management - Reduced Till (CPS 345)","345","Intensive Till to Reduced Till on Non-Irrigated Cropland",0.089904202
"Benton","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Irrigated Annual Crops",0.153846156
"Benton","Cropland Management","Stripcropping (CPS 585)","585","Add Perennial Cover Grown in Strips with Non-Irrigated Annual Crops",0.153846156
"Benton","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass Cover",0.208117595
"Benton","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.402913493
"Benton","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover",0.790965111
"Benton","Cropland to Herbaceous Cover","Conservation Cover (CPS 327)","327","Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover",0.80991022
"Benton","Cropland to Herbaceous Cover","Contour Buffer Strips (CPS 332)","332","Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover",0.208117595
